address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
Kwadijkerstraat 11,1023 EG Amsterdam,8 september 2022,€ 450.000 kosten koper,63 m²,E,,1927,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Douche,3 woonlagen,Dakisolatie en gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2013, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2054),Afgekocht tot 31-08-2054,Aan rustige weg en in woonwijk,,Openbaar parkeren,Achtertuin,,,
Jacques Veltmanstraat 137 .+2PP,1065 DB Amsterdam,Vandaag,€ 625.000 kosten koper,127 m²,A,,2003,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2021, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-03-2052),Afgekocht tot 15-03-2052,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk",,Op afgesloten terrein en parkeergarage,Patio/atrium,,,
Escudolaan 10,1060 ST Amsterdam,5 september 2022,€ 769.000 kosten koper,161 m²,A,,1998,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Toilet,4 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Atag (2018, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-01-2047,"Aan rustige weg, aan water en in woonwijk",Dakterras aanwezig en frans balkon aanwezig,Op eigen terrein,Achtertuin en voortuin,,,
Buiksloterdijk 312,1034 ZE Amsterdam,3 september 2022,€ 1.100.000 kosten koper,127 m²,E,,Voor 1906,6 kamers (3 slaapkamers),2 badkamers,"Ligbad, 2 douches en 2 toiletten",2 woonlagen en een kelder,,Cv-ketel,Cv-ketel,"Gas gestookt, eigendom",Volle eigendom,,"Aan park, aan water en vrij uitzicht",,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Blankenbergestraat 22,1066 TK Amsterdam,3 september 2022,€ 950.000 kosten koper,154 m²,,,1995,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,Ligbad en 2 toiletten,3 woonlagen,"Dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2009, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 30-11-2043,"Aan rustige weg, aan water, beschutte ligging, in woonwijk en vrij uitzicht",Balkon aanwezig,Op eigen terrein en openbaar parkeren,Achtertuin en zijtuin,,,
Peter Martensstraat 14,1087 NA Amsterdam,8 september 2022,€ 875.000 kosten koper,150 m²,A,,2011,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad,3 woonlagen en een kelder,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk en vrij uitzicht",Dakterras aanwezig,Parkeergarage,Achtertuin,,,
Koninginneweg 249,1075 CV Amsterdam,7 september 2022,€ 2.650.000 kosten koper,248 m²,C,,1906,11 kamers (8 slaapkamers),1 badkamer en 4 aparte toiletten,Ligbad,5 woonlagen,,Cv-ketel,Cv-ketel,,Volle eigendom,,Aan drukke weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Banne Buikslootlaan 79,1034 AB Amsterdam,7 september 2022,€ 825.000 kosten koper,143 m²,A,,2015,5 kamers (4 slaapkamers),2 badkamers,"Sauna, 2 douches en 2 toiletten",3 woonlagen,"Dakisolatie, dubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Pellet burner en stadsverwarming,Stadsverwarming,,Eigendom belast met erfpacht,Afgekocht tot 30-06-2062,"Aan park, aan rustige weg en in woonwijk",Dakterras aanwezig,Openbaar parkeren,Achtertuin,,,
Bernhard Eilershof 18,1087 DC Amsterdam,9 september 2022,€ 1.080.000 kosten koper,193 m²,A+,,2008,8 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad en toilet,4 woonlagen,Volledig geïsoleerd,Stadsverwarming en gedeeltelijke vloerverwarming,Stadsverwarming,,Gemeentelijke erfpacht (einddatum erfpacht: 31-08-2056),,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Dakterras aanwezig,,"Achtertuin, voortuin en zonneterras",,,
Korte Water 202,1069 GS Amsterdam,13 september 2022,€ 549.000 kosten koper,113 m²,C,,1971,5 kamers (3 slaapkamers),,,2 woonlagen en een zolder,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha Avanta (gas gestookt combiketel uit 2010, eigendom)",Volle eigendom,,In woonwijk,,Openbaar parkeren,Achtertuin en voortuin,,,
Laan van Vlaanderen 389,1066 WB Amsterdam,8 september 2022,€ 510.000 kosten koper,106 m²,A,,1995,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijke erfpacht (einddatum erfpacht: 31-08-2044),Afgekocht tot 31-08-2044,Aan rustige weg en in woonwijk,Dakterras aanwezig,Openbaar parkeren,Achtertuin,,,
Vrijburg 69,1068 PP Amsterdam,14 september 2022,€ 550.000 kosten koper,106 m²,B,,1983,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas Kompakt HR (gas gestookt uit 2004, eigendom)",Gemeentelijke erfpacht,"€ 356,59 per jaar",Aan rustige weg en in woonwijk,,Betaald parkeren en openbaar parkeren,Achtertuin,,,
Herfststraat 19,1109 AX Amsterdam,9 september 2022,€ 350.000 kosten koper,75 m²,D,,1964,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,3 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas Kombi Kompact HR 22 (gas gestookt uit 2005, eigendom)",Gemeentelijk eigendom belast met erfpacht,,Aan rustige weg en in woonwijk,,Openbaar parkeren,Achtertuin,,,
Turnhoutplantsoen 156,1066 NX Amsterdam,10 september 2022,€ 525.000 kosten koper,112 m²,A,,1992,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,3 woonlagen,Dubbel glas,Cv-ketel en warmtepomp,Cv-ketel,"Remeha Tzerra (gas gestookt uit 2018, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 31-03-2041,"Aan park, aan rustige weg en in woonwijk",,Openbaar parkeren,Achtertuin,,,
Krommeniestraat 95,1013 XH Amsterdam,2 weken,€ 900.000 kosten koper,126 m²,A,,2020,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen en een kelder,Volledig geïsoleerd,"Aardwarmte, gehele vloerverwarming, warmte terugwininstallatie en warmtepomp",Elektrische boiler,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-06-2068),€ 6.192 per jaar met optie tot afkopen,In woonwijk,Dakterras aanwezig en frans balkon aanwezig,Parkeergarage,Achtertuin en zonneterras,,,
Jacques Veltmanstraat 263,1065 DC Amsterdam,2 weken,€ 625.000 kosten koper,111 m²,A,,2003,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad,2 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2018, eigendom)",Gemeentelijk eigendom belast met erfpacht,,Aan rustige weg en beschutte ligging,,Parkeergarage,Achtertuin,,,
Pieter Borstraat 36,1065 AG Amsterdam,3 weken,€ 700.000 kosten koper,146 m²,B,,1956,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,Toilet,3 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2012, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Aan rustige weg en in woonwijk,Balkon aanwezig,,Achtertuin,,,
Kadoelenweg 163,1035 ND Amsterdam,2 weken,€ 950.000 kosten koper,124 m²,,,,3 kamers (2 slaapkamers),2 badkamers,"Ligbad, 2 douches en 2 toiletten",2 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"HR combi (gas gestookt combiketel uit 2020, eigendom)",Volle eigendom,,,,Op eigen terrein,Achtertuin en voortuin,,,
Gorsstraat 13,1069 VX Amsterdam,2 weken,€ 500.000 kosten koper,97 m²,C,,1964,5 kamers (3 slaapkamers),1 badkamer,Jacuzzi,3 woonlagen,,Cv-ketel,Cv-ketel,,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,,,Openbaar parkeren,Achtertuin,,,
Borneokade 193,1019 XE Amsterdam,2 weken,€ 1.150.000 kosten koper,154 m²,A,,2001,4 kamers (4 slaapkamers),2 badkamers,"Ligbad, 2 douches en 2 toiletten",2 woonlagen,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht (einddatum erfpacht: 31-07-2048),Afgekocht tot 31-07-2048,"Aan rustige weg, aan vaarwater, aan water en vrij uitzicht",,Op afgesloten terrein en op eigen terrein,Patio/atrium,,,
Amsteldijk 290,1079 LL Amsterdam,3 weken,€ 3.500.000 kosten koper,158 m²,,,1952,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,Dubbel glas,Cv-ketel,Elektrische boiler,"Gas gestookt combiketel, eigendom",Volle eigendom,,"Aan rustige weg, aan water, beschutte ligging, in woonwijk en vrij uitzicht",,Op eigen terrein,Achtertuin en voortuin,,,
Potvisstraat 45,1035 HJ Amsterdam,3 weken,€ 495.000 kosten koper,111 m²,C,,1991,5 kamers (4 slaapkamers),1 apart toilet,,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Atag HR ( combiketel uit 2017, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 16-03-2040,"Aan rustige weg, aan water en in woonwijk",Dakterras aanwezig,Openbaar parkeren,Achtertuin,,,
Bert Haanstrakade 412,1087 EC Amsterdam,2 weken,€ 1.750.000 kosten koper,270 m²,A+,,2016,10 kamers (5 slaapkamers),3 badkamers en 4 aparte toiletten,2 ligbaden en toilet,4 woonlagen,,Stadsverwarming en gehele vloerverwarming,Centrale voorziening,,Gemeentelijke erfpacht,Afgekocht tot 30-04-2065,Aan water en open ligging,Balkon aanwezig,Op eigen terrein,Achtertuin,,,
Del Court van Krimpenstraat 13,1067 SG Amsterdam,2 weken,€ 715.000 kosten koper,153 m²,A,,2007,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, douche en 2 toiletten",3 woonlagen,Dubbel glas en volledig geïsoleerd,Gedeeltelijke vloerverwarming,"Cv-ketel, zonneboiler en zonnecollectoren",,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-04-2056),Afgekocht tot 30-04-2056,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Dakterras aanwezig en frans balkon aanwezig,Openbaar parkeren,Achtertuin en zijtuin,,,
Antwerpenbaan 64,1066 SJ Amsterdam,2 weken,€ 498.000 kosten koper,100 m²,A,,1994,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,,Cv-ketel,Cv-ketel,"Intergas KombiKompakt HR 28-24 (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-09-2043,,,Openbaar parkeren,Achtertuin,,,
Boerensteeg 9,1012 CC Amsterdam,4 weken,€ 1.600.000 kosten koper,161 m²,,,1896,6 kamers (4 slaapkamers),1 badkamer,"Ligbad, douche en toilet",4 woonlagen en een zolder,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,Beschutte ligging en in centrum,,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",Zonneterras,,,
Hamontstraat 85,1066 LE Amsterdam,4 weken,€ 499.000 kosten koper,90 m²,C,,1992,4 kamers (3 slaapkamers),1 badkamer,Toilet,2 woonlagen,,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"AGPO Ferroli (gas gestookt combiketel uit 2000, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-09-2040),Eeuwigdurend afgekocht,"Aan park, aan rustige weg en in woonwijk",,Openbaar parkeren,Achtertuin,,,
Talbotstraat 23,1087 DE Amsterdam,2 weken,€ 675.000 kosten koper,122 m²,A,,2007,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,3 woonlagen,Dubbel glas,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2056),Afgekocht tot 31-08-2056,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Nieuwe Ridderstraat 10,1011 CP Amsterdam,2 weken,€ 1.075.000 kosten koper,143 m²,C,,Voor 1906,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad en 2 douches,3 woonlagen en een vliering,Volledig geïsoleerd,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"HR (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 30-04-2052),"€ 974,34 per jaar met optie tot afkopen",Aan rustige weg en in centrum,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Glauberweg 4,1097 JC Amsterdam,2 weken,€ 900.000 kosten koper,126 m²,B,,1986,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2022, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 05-09-2035,In woonwijk en vrij uitzicht,Dakterras aanwezig,Parkeervergunningen,Achtertuin en voortuin,,,
Hendrik Hosstraat 24,1106 ZN Amsterdam,3 maanden,€ 525.000 kosten koper,124 m²,A,,1987,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Toilet,3 woonlagen,HR-glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-11-2036,In woonwijk,,,Achtertuin en voortuin,,,
Nieuwendammerdijk 45 *,1025 LD Amsterdam,6 weken,€ 1.250.000 kosten koper,130 m²,A+,,2022,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, 2 douches en toilet",3 woonlagen,Volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,Centrale voorziening,,Volle eigendom,,In woonwijk,Dakterras aanwezig en frans balkon aanwezig,Op eigen terrein en openbaar parkeren,Achtertuin en zonneterras,,,
Bloemendalergouw 71,1028 BH Amsterdam,5 maanden,€ 850.000 kosten koper,87 m²,E,,1936,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen en een zolder,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,"Nefit (gas gestookt combiketel uit 2000, eigendom)",,,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",,,"Achtertuin, voortuin, zijtuin en zonneterras",,,
Hoekenes 36,1068 MV Amsterdam,2 maanden,€ 1.350.000 kosten koper,226 m²,D,,1974,11 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,Geen isolatie,Cv-ketel,Cv-ketel,"Netfit Topline HR ll (gas gestookt combiketel, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-06-2023),"€ 5.530,21 per jaar","Aan park, aan vaarwater, aan water, in woonwijk en vrij uitzicht",,"Betaald parkeren, op eigen terrein en parkeervergunningen",Tuin rondom,,,
Rudolf Agricolastraat 8,1064 NM Amsterdam,3 maanden,€ 450.000 kosten koper,70 m²,C,,1954,4 kamers (3 slaapkamers),1 apart toilet,,2 woonlagen en een zolder,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"HR Intergas (gas gestookt, eigendom)",,,Aan park en aan rustige weg,,Openbaar parkeren,Achtertuin,,,
Lange Leidsedwarsstraat 136,1017 NN Amsterdam,6+ maanden,€ 1.275.000 kosten koper,221 m²,,,1905,7 kamers (4 slaapkamers),3 badkamers,"3 ligbaden, 3 douches en 3 toiletten",5 woonlagen en een kelder,Dubbel glas,Cv-ketel,Cv-ketel,"Combi ketel (gas gestookt combiketel, eigendom)",Erfpacht (einddatum erfpacht: 01-01-2040),€ 3.498 per jaar,In centrum,,Betaald parkeren en parkeervergunningen,Patio/atrium,,,
Balearenlaan 38,1060 TL Amsterdam,4 maanden,€ 749.000 kosten koper,165 m²,A,,2002,5 kamers (4 slaapkamers),1 apart toilet,,4 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2021, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-01-2049,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Dakterras aanwezig,Openbaar parkeren,Achtertuin en voortuin,,,
Sporadenlaan 9,1060 ML Amsterdam,6+ maanden,€ 525.000 kosten koper,129 m²,A+,,2004,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,HR 107 (2004),Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-02-2049,Aan rustige weg en in woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Singel 377,1012 WL Amsterdam,2 maanden,€ 950.000 kosten koper,113 m²,E,,1730,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,4 woonlagen en een kelder,Dakisolatie en gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"HRE 24/18 CW3 (gas gestookt combiketel uit 2009, eigendom)",Volle eigendom,,Aan water en in centrum,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Pascalstraat 11,1098 PB Amsterdam,2 maanden,€ 1.150.000 kosten koper,169 m²,E,,1928,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,4 woonlagen,,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 10-11-2053),€ 84 per jaar,"Aan park, aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Dakterras aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Valkkoogstraat 1,1024 CH Amsterdam,2 maanden,€ 670.000 kosten koper,129 m²,,,2007,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"2008, eigendom",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-01-2056),Afgekocht tot 01-01-2056,,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Barbusselaan 175,1102 TT Amsterdam,Vandaag,€ 300.000 kosten koper,70 m²,C,Bovenwoning (appartement),1984,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 01-01-2035,In woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Stoombootweg 78,1035 TX Amsterdam,2 maanden,€ 750.000 kosten koper,146 m²,E,,,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,Douche en toilet,2 woonlagen,Dubbel glas,Cv-ketel en open haard,Cv-ketel,"Ecomline (gas gestookt combiketel uit 2006, eigendom)",Volle eigendom,,"Aan rustige weg, beschutte ligging en in woonwijk",,Op eigen terrein en openbaar parkeren,"Achtertuin, voortuin en zijtuin",,,
Govert Flinckstraat 412 +PP,1074 CJ Amsterdam,2 maanden,€ 2.175.000 kosten koper,211 m²,C,,1874,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad en 2 douches,4 woonlagen,Dubbel glas en muurisolatie,"Cv-ketel, gashaard en gedeeltelijke vloerverwarming",Cv-ketel,"CV Ketel HR (gas gestookt combiketel uit 2016, eigendom)",,,"Aan bosrand, aan park, aan vaarwater, aan water, beschutte ligging, in centrum en open ligging","Dakterras aanwezig, balkon aanwezig en frans balkon aanwezig",Parkeergarage,Achtertuin,,,
Nieuwendammerdijk 45,1025 LD Amsterdam,7 weken,€ 1.250.000 kosten koper,130 m²,A+,,1964,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, 2 douches en toilet",3 woonlagen,Volledig geïsoleerd,Gehele vloerverwarming en warmtepomp,Centrale voorziening,,Volle eigendom,,In woonwijk,Dakterras aanwezig en frans balkon aanwezig,Op eigen terrein en openbaar parkeren,Achtertuin en zonneterras,,,
Overveenstraat 21,1024 VV Amsterdam,Vandaag,€ 375.000 kosten koper,79 m²,B,Bovenwoning (appartement),1964,4 kamers (3 slaapkamers),,,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,Gas gestookt combiketel,Gemeentelijke erfpacht (einddatum erfpacht: 10-09-2055),,In centrum en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Haarlemmerweg 609,1055 PR Amsterdam,Vandaag,€ 500.000 kosten koper,79 m²,F,Benedenwoning (appartement),,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2061),Afgekocht tot 31-08-2061,"Aan rustige weg, beschutte ligging en in woonwijk",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Reguliersgracht 47 II-A,1017 LK Amsterdam,15 september 2022,€ 165.000 kosten koper,19 m²,F,Tussenverdieping (appartement),Voor 1906,1 kamer (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,,Cv-ketel,Cv-ketel,Gas gestookt combiketel,Volle eigendom,,"Aan rustige weg, aan vaarwater, aan water, in centrum en vrij uitzicht",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Zilverberg 140,1025 CK Amsterdam,Vandaag,€ 295.000 kosten koper,67 m²,C,Galerijflat (appartement),1968,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2007, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-11-2053,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Rubensstraat 52 -H,1077 MT Amsterdam,14 september 2022,€ 1.775.000 kosten koper,168 m²,D,Dubbel benedenhuis (appartement),1930,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,3 woonlagen,,Cv-ketel,Cv-ketel,"Remeha (gas gestookt uit 2019, eigendom)",Gemeentelijk eigendom belast met erfpacht,,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Sloterkade 85 3,1058 HJ Amsterdam,15 september 2022,€ 925.000 kosten koper,125 m²,D,Bovenwoning (dubbel bovenhuis),1900,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,4 woonlagen,,Cv-ketel,Cv-ketel,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-04-2053),Afgekocht tot 30-04-2053,"Aan rustige weg, aan vaarwater, aan water en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
